OrigFdCd; OrigFdNm; EngFdNam; SciNam; EDIBLE; NCF; FACF; ENERC [kJ]; ENERC [kcal]; FAT [g]; FASAT [g]; FAMS [g]; FAPU [g]; FATRN [g]; CHOT [g]; CHO [g]; SUGAR [g]; FIBT [g]; PROT [g]; ASH [g]; NA [mg]; NACL [g]; WATER [g]
809; Lín, uzenı, maso bez kùe; Common tench, meat without skin, smoked; Tinca tinca; 0.57; 6.25; 0.900;572;136; 6.4; 1.46; 2.87; 0.78;0;0;0;0;0; 19.7; 3.2;848; 2.12; 70.1
596; Losos atlantickı, filet, bez kùe; Salmon, fillet, without skin; Salmo salar; 1.00; 6.25; 0.700;664;158; 7.8; 0.80; 2.92; 1.27;0;0;0;0;0; 22.1; 1.3;53; 0.13; 68.5
389; Losos atlantickı, filet, s kùí; Salmon, fillet, meat with skin, raw; Salmo salar L.; 1.00; 6.25; 0.700;933;225; 16.9; 0.91; 3.00; 1.25;0;0;0;0;0; 18.1; 1.2;69; 0.17; 62.6
810; Losos gorbuša, maso s kùí; Pink salmon, meat with skin, raw; Oncorhynchus gorbuscha; 1.00; 6.25; 0.700;363;86; 1.3; 0.22; 0.22; 0.19;0;0;0;0;0; 18.5; 1.3;144; 0.36; 77.8
307; Luncheon meat; Luncheon meat; ; 1.00; 6.25; 0.000;1280;304; 26.6; 8.70; 11.0; 3.0; ; 4.1; 4.1; ;0; 13.0; 3.9;1304; ; 52.4
308; Luncheon meat, drùbeí; Luncheon meat, poultry; ; 1.00; 6.25; 0.000;674;161; 9.8; ; ; ; ; 4.0; 4.0; ;0; 14.3; 2.2;296; ; 69.7
990; Lupínky, bramborové,  smaené; Chips, potato, fried; ; 1.00; 6.25; 0.956;1878;452; 33.2; 2.40; 14.75; 9.24; 0.04; 35.4; 32.0; 4.4; 3.4; 4.6; 2.2;311; 0.78; 24.6
81; Majonéza; Mayonnaise; ; 1.00; 6.25; 0.950;3000;730; 80.0; ; ; ; ; 1.4; 1.4; ;0; 1.1; 1.1;450; 1.1; 16.4
986; Majonéza, modelová receptura; Mayonnaise, modelová receptura; ; 1.00; 6.25; 0.956;3349;814; 89.4; 9.47; 23.71; 47.56;0; 0.3; 0.3; 0.1;0; 2.1; 0.3;176; 0.44; 7.9
83; Mák  ; Poppy seeds; Papaver somniferum L.; 1.00; 6.25; 0.956;2043;495; 38.9; 4.58; 7.57; 25.07;0; 25.7; 3.0; 1.8; 22.7; 21.8; 7.2;4; 0.01; 6.4
333; Maliny; Raspberries, raw; ; 1.00; 6.25; 0.800;209;50; 0.6; 0.02; 0.07; 0.38; ; 13.2; 6.8; 5.3; 6.4; 1.2; 0.5;6;0; 84.5
957; Maliny, lyofilizované; Raspberry, lyophilized; Rubus idaeus Linné; 1.00; 6.25; 0.800;1364;326; 4.3; 0.16; 0.46; 2.79;0; 77.7; 50.2; 33.1; 27.5; 7.7; 2.9;1;0; 7.4
560; Maltodextrin; Maltodextrin; ; 1.00; 6.25; 0.000;1603;377;0;0;0;0;0; 94.8; 93.8; 2.5; 1.0;0; 0.1;93; 0.23; 5.1
485; Mandarinky; Tangerines, (mandarin oranges), raw; Citrus reticulata; 0.87; 6.25; 0.800;176;42; 0.2;0;0;0;0; 10.0; 8.9; 8.2; 1.1; 0.6; 0.4;3; 0.01; 88.8
87; Mandle; Almonds, raw; Amygdalus communis L.; 1.00; 6.25; 0.956;2450;593; 47.9; 4.45; 28.96; 10.01;0; 20.2; 4.3; 4.3; 15.9; 28.1; 3.0;1;0; 4.9
728; Mandle loupané; Almonds, peeled; ; 1.00; 6.25; 0.956;2544;615; 53.5; 4.08; 33.54; 13.53;0; 13.9; 4.0; 3.8; 9.9; 24.6; 3.1;2; 0.01; 4.9
365; Mango; Mango, raw; Mangifera indica L.; 0.69; 6.25; 0.800;292;69; 0.5; 0.10; 0.19; 0.10; ; 16.4; 14.7; 12.5; 1.7; 0.6; 0.5;5;0; 82.0
958; Mango, lyofilizované; Mango, lyophilized; Mangifera; 1.00; 6.25; 0.800;1540;364; 0.8;0;0;0;0; 91.6; 82.9; 74.4; 8.7; 1.8; 2.2;8; 0.02; 3.6
888; Mango, sušené; Mango, dried; Mangifera indica; 1.00; 6.25; 0.800;1469;347; 1.3;0;0;0;0; 85.9; 76.5; 65.2; 9.4; 2.6; 1.5;0;0; 8.7
635; Mangold; Mangold (chard), raw; Beta vulgaris; 1.00; 6.25; 0.800;104;25; 0.3;0;0;0;0; 5.0; 1.4; 1.4; 3.6; 2.3; 1.5;222; 0.55; 90.9
636; Maniok jedlı, kasava; Manioc (cassava), raw; Manihot esculenta; 0.84; 6.25; 0.800;608;144; 0.2;0;0;0;0; 36.4; 32.7; 5.3; 3.7; 0.9; 0.6;20; 0.05; 61.9
637; Marakuja (muèenka jedlá); Maracuja (passionfruit), raw; Passiflora edulis; 0.49; 6.25; 0.800;389;94; 3.4; 0.40; 0.54; 1.75;0; 18.4; 8.2; 8.2; 10.2; 2.5; 1.1;0;0; 75.8
519; Margarín s nízkım obsahem tuku (39 %) s pøídavkem másla, Perla máslová pøíchu se špetkou soli, UNILEVER; Margarine, low-fat (39%) with added butter, Perla máslová pøíchu se špetkou soli, UNILEVER; ; 1.00; 6.25; 0.956;1473;358; 39.2; 10.23; 20.41; 8.47; 0.11; 1.3; 1.2; 0.1;0; 0.1; ;484; 1.2; 58.3
518; Margarín s nízkım obsahem tuku (39 %) s pøídavkem másla, Perla máslová pøíchu, UNILEVER; Margarine, low-fat (39%) with added butter, Perla máslová pøíchu, UNILEVER; ; 1.00; 6.25; 0.956;1473;358; 39.2; 10.23; 20.41; 8.47; 0.11; 1.3; 1.2; 0.1;0; 0.1; ;130; 0.33; 58.3
517; Margarín s nízkım obsahem tuku (39 %), Perla plus Vitamíny, UNILEVER; Margarine, low-fat (39%), Perla plus Vitamíny, UNILEVER; ; 1.00; 6.25; 0.956;1450;352; 39.2; 10.31; 20.28; 8.29; 0.29;0;0;0;0;0; ;206; 0.53; 60.3
512; Margarín s nízkım obsahem tuku (39 %), Rama jemnì slaná, UNILEVER; Margarine, low-fat (39%), Rama jemnì slaná, UNILEVER; ; 1.00; 6.25; 0.956;1480;356; 39.2; 10.26; 13.90; 14.79; 0.25; 1.4; 1.4; 0.2;0; 0.2; ;445; 1.2; 57.8
510; Margarín s nízkım obsahem tuku (39 %), Rama Linie, UNILEVER; Margarine, low-fat (39%), Rama Linie, UNILEVER; ; 1.00; 6.25; 0.956;1480;360; 39.2; 10.93; 13.97; 14.03; 0.27; 1.4; 1.4; 0.2;0; 0.2; ;131; 0.33; 58.6
507; Margarín s nízkım obsahem tuku (39 %), Rama MultiVita, UNILEVER; Margarine, low-fat (39%), Rama MultiVita, UNILEVER; ; 1.00; 6.25; 0.956;1480;360; 39.21; 10.56; 13.77; 14.68; 0.19; 1.4; 1.4; 0.2;0; 0.2; ;131; 0.33; 58.6
511; Margarín s nízkım obsahem tuku (39 %), Rama Olivio, UNILEVER; Margarine, low-fat (39%), Rama Olivio, UNILEVER; ; 1.00; 6.25; 0.956;1480;357; 39.2; 10.6; 15.38; 13.02; 0.18; 1.4; 1.4; 0.2;0; 0.2; ;131; 0.33; 58.6
509; Margarín se sníenım obsahem tuku (60 %), Rama Lahodná máslová pøíchu, UNILEVER; Margarine, reduced-fat (60%), Rama Lahodná máslová pøíchu, UNILEVER; ; 1.00; 6.25; 0.956;2230;542; 60.0; 17.32; 28.07; 14.36; 0.20; 0.2; 0.2; 0.2;0; 0.2; ;87; 0.23; 39.2
508; Margarín se sníenım obsahem tuku (60%), Rama Classic, UNILEVER; Margarine, reduced-fat (60%), Rama Classic, UNILEVER; ; 1.00; 6.25; 0.956;2230;542; 60.0; 17.61; 27.81; 14.34; 0.23; 0.2; 0.2; 0.2;0; 0.2; ;126; 0.33; 39.1
128; Máslo; Butter; ; 1.00; 6.25; 0.945;3095;753; 83.0; 50.67; 19.57; 1.59; 2.48; 0.8; 0.8; 0.8;0; 0.6; 0.1;7; 0.02; 15.3
464; Máslo arašídové; Peanut butter; ; 1.00; 6.25; 0.960;2570;621; 50.7; 10.46; 19.87; 18.34;0; 17.7; 9.3; 6.1; 8.4; 27.7; 2.5;160; 0.40; 1.41
344; Máslo kakaové; Cocoa butter; ; 1.00; 6.25; 0.956;3693;898; 99.8; 60.57; 32.06; 2.56;0;0;0;0;0;0;0;0;0; 0.2
438; Máslo syrovátkové; Whey butter; ; 1.00; 6.38; 0.945;2930;712; 78.9; 51.60; 19.47; 2.17; 1.42; 0.5; 0.5; 0.4;0;0; 0.1;4; 0.01; 20.6
844; Maso baantí, prsa; Pheasant meat, breast, raw; Phasianus colchicus; 1.00; 6.25; 0.945;434;102; 0.6; 0.25; 0.26; 0.03;0;0;0;0;0; 24.2; 1.2;39; 0.10; 73.6
842; Maso baantí, stehno; Pheasant meat, thigh with bone and skin, raw; Phasianus colchicus; 0.82; 6.25; 0.945;607;145; 7.5; 2.44; 3.55; 1.09;0;0;0;0;0; 19.4; 1.0;60; 0.15; 71.4
843; Maso baantí, ze staeného kusu; Pheasant meat, from the whole animal, without skin, raw; Phasianus colchicus; 0.67; 6.25; 0.945;869;209; 14.1; 4.23; 6.53; 2.38;0;0;0;0;0; 20.4; 1.0;51; 0.13; 63.6
745; Maso danèí, høbet; Fallow deer, back, raw; Dama dama; 1.00; 6.25; 0.916;478;114; 3.5; 1.65; 1.13; 0.14;0;0;0;0;0; 20.5; 1.0;54; 0.13; 72.9
742; Maso danèí, kıta; Fallow deer, rump, raw; Dama dama; 1.00; 6.25; 0.916;419;99; 1.3; 0.61; 0.29; 0.07;0;0;0;0;0; 21.8; 1.2;44; 0.11; 75.0
747; Maso danèí, na guláš; Fallow deer, for goulash, raw; Dama dama; 1.00; 6.25; 0.916;412;98; 1.2; 0.62; 0.23; 0.05;0;0;0;0;0; 21.7; 1.1;63; 0.16; 75.5
748; Maso danèí, panenka; Fallow deer, loin, raw; Dama dama; 1.00; 6.25; 0.916;431;102; 1.5; 0.80; 0.30; 0.09;0;0;0;0;0; 22.1; 1.2;45; 0.11; 74.8
743; Maso danèí, plec; Fallow deer, shoulder, raw; Dama dama; 1.00; 6.25; 0.916;432;102; 2.3; 1.23; 0.43; 0.08;0;0;0;0;0; 20.4; 1.1;57; 0.14; 75.4
411; Maso hovìzí, klika, libová, dušená; Beef, shank, separable lean only, stewed; ; 1.00; 6.25; 0.000;651;154; 2.7; 1.07; 1.23; 0.12; 0.01;0;0;0;0; 32.4; 1.5;121; 0.3; 62.9
407; Maso hovìzí, klika, libová, syrová; Beef, shank, separable lean only, raw; ; 1.00; 6.25; 0.000;392;93; 1.3; 0.56; 0.54; 0.06; 0.01;0;0;0;0; 20.2; 1.1;77; 0.2; 77.0
408; Maso hovìzí, klika, syrová (separovatelnı tuk 1 %); Beef, shank, separable lean and 1% separable fat, raw; ; 1.00; 6.25; 0.000;421;100; 2.2; 1.04; 0.85; 0.08; 0.01;0;0;0;0; 20.0; 1.1;76; 0.2; 76.3
409; Maso hovìzí, klika, syrová (separovatelnı tuk 3 %); Beef, shank, separable lean and 3% separable fat, raw; ; 1.00; 6.25; 0.000;481;114; 4.0; 1.99; 1.46; 0.13; 0.02;0;0;0;0; 19.6; 1.1;75; 0.2; 74.9
410; Maso hovìzí, klika, syrová (separovatelnı tuk 5 %); Beef, shank, separable lean and 5% separable fat, raw; ; 1.00; 6.25; 0.000;540;129; 5.7; 2.94; 2.08; 0.16; 0.02;0;0;0;0; 19.3; 1.1;73; 0.2; 73.5
212; Maso hovìzí, kıta; Beef, round, raw; ; 0.89; 6.25; 0.940;427;101; 1.3; 0.58; 0.54; 0.05; 0.01;0;0;0;0; 22.3; 1.1;47; 0.1; 75.3
406; Maso hovìzí, kıta, libová, peèená; Beef, round, separable lean only, roasted; ; 1.00; 6.25; 0.000;733;173; 3.0; 1.25; 1.31; 0.12; 0.01;0;0;0;0; 36.6; 1.1;51; 0.1; 59.1
403; Maso hovìzí, kıta, syrová (separovatelnı tuk 1 %); Beef, round, separable lean and 1% separable fat, raw; ; 1.00; 6.25; 0.000;457;108; 2.2; 1.06; 0.84; 0.07; 0.01;0;0;0;0; 22.1; 1.1;47; 0.1; 74.6
404; Maso hovìzí, kıta, syrová (separovatelnı tuk 2 %); Beef, round, separable lean and 2% separable fat, raw; ; 1.00; 6.25; 0.000;486;115; 3.1; 1.53; 1.15; 0.09; 0.02;0;0;0;0; 21.9; 1.1;46; 0.1; 74.0
405; Maso hovìzí, kıta, syrová (separovatelnı tuk 3 %); Beef, round, separable lean and 3% separable fat, raw; ; 1.00; 6.25; 0.000;515;122; 4.0; 2.01; 1.46; 0.11; 0.02;0;0;0;0; 21.7; 1.1;46; 0.1; 73.3
151; Maso hovìzí, kıta, vaøená; Beef, round, boiled; ; 1.00; 6.25; 0.920;818;195; 8.1; 3.28; 3.89; 0.25;0; 0.9; 0.9; ;0; 29.6; 1.3;285; 0.7; 60.1
415; Maso hovìzí, plec bez kosti, libová, peèená; Beef, chuck, boneless, separable lean only, roasted; ; 1.00; 6.25; 0.000;732;173; 3.7; 1.63; 1.58; 0.13; 0.01;0;0;0;0; 35.0; 1.2;64; 0.2; 59.4
209; Maso hovìzí, plec bez kosti, libová, syrová; Beef, chuck, boneless, separable lean only, raw; ; 0.85; 6.25; 0.940;444;105; 2.2; 0.95; 0.93; 0.09; 0.01;0;0;0;0; 21.3; 1.1;70; 0.2; 75.5
414; Maso hovìzí, plec bez kosti, syrová (separovatelnı tuk 10 %); Beef, chuck, boneless, separable lean and 10% separable fat, raw; ; 1.00; 6.25; 0.000;735;176; 11.0; 5.66; 3.96; 0.30; 0.04;0;0;0;0; 19.3; 1.0;63; 0.2; 68.7
412; Maso hovìzí, plec bez kosti, syrová (separovatelnı tuk 3 %); Beef, chuck, boneless, separable lean and 3% separable fat, raw; ; 1.00; 6.25; 0.000;531;126; 4.8; 2.36; 1.84; 0.15; 0.02;0;0;0;0; 20.7; 1.1;68; 0.2; 73.5
413; Maso hovìzí, plec bez kosti, syrová (separovatelnı tuk 5 %); Beef, chuck, boneless, separable lean and 5% separable fat, raw; ; 1.00; 6.25; 0.000;589;141; 6.6; 3.30; 2.44; 0.19; 0.02;0;0;0;0; 20.3; 1.1;67; 0.2; 72.1
420; Maso hovìzí, roštìnec bez kosti, libovı, dušenı; Beef, sirloin, boneless, separable lean only, stewed; ; 1.00; 6.25; 0.000;823;195; 5.3; 2.31; 2.35; 0.12; 0.01;0;0;0;0; 36.9; 1.4;66; 0.2; 55.9
416; Maso hovìzí, roštìnec bez kosti, libovı, syrovı; Beef, sirloin, boneless, separable lean only, raw; ; 1.00; 6.25; 0.000;518;123; 4.2; 1.86; 1.81; 0.10; 0.01;0;0;0;0; 21.3; 1.0;55; 0.1; 73.3
417; Maso hovìzí, roštìnec bez kosti, syrovı (separovatelnı tuk 1 %); Beef, sirloin, boneless, separable lean and 1% separable fat, raw; ; 1.00; 6.25; 0.000;546;130; 5.1; 2.32; 2.10; 0.12; 0.01;0;0;0;0; 21.1; 1.0;54; 0.1; 72.6
418; Maso hovìzí, roštìnec bez kosti, syrovı (separovatelnı tuk 3 %); Beef, sirloin, boneless, separable lean and 3% separable fat, raw; ; 1.00; 6.25; 0.000;603;144; 6.8; 3.25; 2.69; 0.16; 0.02;0;0;0;0; 20.7; 1.0;53; 0.1; 71.3
419; Maso hovìzí, roštìnec bez kosti, syrovı (separovatelnı tuk 5 %); Beef, sirloin, boneless, separable lean and 5% separable fat, raw; ; 1.00; 6.25; 0.000;660;158; 8.5; 4.17; 3.28; 0.20; 0.02;0;0;0;0; 20.3; 1.0;52; 0.1; 70.0
211; Maso hovìzí, svíèková; Beef, sirloin, raw; ; 1.00; 6.25; 0.940;526;125; 4.9; 2.22; 2.08; 0.12; 0.01;0;0;0;0; 20.3; 1.1;55; 0.1; 73.7
400; Maso hovìzí, svíèková,  syrová (separovatelnı tuk 1 %); Beef, tenderloin, separable lean and 1% separable fat, raw; ; 1.00; 6.25; 0.000;555;132; 5.8; 2.68; 2.37; 0.14; 0.01;0;0;0;0; 20.1; 1.1;54; 0.1; 73.0
401; Maso hovìzí, svíèková,  syrová (separovatelnı tuk 2 %); Beef, tenderloin, separable lean and 2% separable fat, raw; ; 1.00; 6.25; 0.000;583;139; 6.6; 3.14; 2.66; 0.16; 0.02;0;0;0;0; 19.9; 1.1;54; 0.1; 72.4
402; Maso hovìzí, svíèková, libová, smaená; Beef, tenderloin, separable lean only, fried; ; 1.00; 6.25; 0.000;699;167; 6.9; 3.16; 2.93; 0.12; 0.02;0;0;0;0; 26.1; 1.3;56; 0.1; 65.1
422; Maso hovìzí, vırobní, H1; Beef, production meat, H1, raw; ; 1.00; 6.25; 0.000;439;104; 1.8; 0.82; 0.70; 0.06;0;0;0;0;0; 21.9; 1.1;47; 0.12; 75.2
423; Maso hovìzí, vırobní, H2; Beef, production meat, H2, raw; ; 1.00; 6.25; 0.000;595;142; 6.8; 3.16; 2.67; 0.25;0;0;0;0;0; 20.0; 1.0;50; 0.13; 71.4
554; Maso hovìzí, vırobní, H3; Beef, production meat, H3, raw; ; 1.00; 6.25; 0.916;710;170; 9.7; 4.03; 4.24; 0.15;0;0;0;0;0; 20.6; 0.9;56; 0.14; 68.6
555; Maso hovìzí, vırobní, H4; Beef, production meat, H4, raw; ; 1.00; 6.25; 0.916;840;203; 14.1; 5.59; 6.20; 0.35;0;0;0;0;0; 18.8; 0.9;58; 0.15; 65.9
556; Maso hovìzí, vırobní, H5; Beef, production meat, H5, raw; ; 1.00; 6.25; 0.916;1231;297; 25.8; 10.47; 1.49; 0.57;0;0;0;0;0; 16.3; 0.8;65; 0.16; 57.7
701; Maso husí, bez kùe; Goose, meat without skin, raw; Anser anser domesticus; 0.46; 6.25; 0.945;540;129; 6.2; 1.74; 3.18; 0.88;0;0;0;0;0; 18.4; 1.0;81; 0.20; 74.6
237; Maso husí, s kùí; Goose, meat and skin, raw; Anser anser domesticus; 0.56; 6.25; 0.945;1169;282; 25.2; 7.22; 12.98; 3.48;0;0;0;0;0; 13.9; 0.7;69; 0.17; 59.5
703; Maso husí, stehno s kùí; Goose, meat, thigh with skin, raw; Anser anser domesticus; 0.80; 6.25; 0.945;1464;354; 33.5; 9.88; 18.02; 3.43;0;0;0;0;0; 13.2; 0.7;45; 0.11; 51.1
702; Maso husí, stehno, bez kùe; Goose, meat, thigh with skin, raw; Anser anser domesticus; 0.77; 6.25; 0.945;1131;273; 23.3; 6.83; 12.93; 2.14;0;0;0;0;0; 15.8; 0.8;55; 0.14; 59.2
704; Maso jehnìèí, hrudí; Lamb, brisket, raw; ; 0.63; 6.25; 0.916;706;169; 9.8; 4.57; 2.47; 0.53;0;0;0;0;0; 20.2; 1.0;111; 0.28; 70.3
705; Maso jehnìèí, høbet; Lamb, back, raw; ; 0.65; 6.25; 0.916;456;108; 3.1; 1.49; 0.95; 0.11;0;0;0;0;0; 20.1; 1.1;77; 0.19; 74.9
706; Maso jehnìèí, krk; Lamb, neck, raw; ; 0.63; 6.25; 0.916;477;113; 4.2; 2.05; 1.32; 0.15;0;0;0;0;0; 18.9; 1.0;91; 0.23; 75.2
224; Maso jehnìèí, kıta; Lamb meat, rump, raw; ; 0.83; 6.25; 0.916;545;130; 5.4; 2.44; 1.89; 0.18;0;0;0;0;0; 20.3; 1.1;74; 0.18; 73.6
707; Maso jehnìèí, plec; Lamb, shoulder, raw; ; 1.00; 6.25; 0.916;474;113; 3.7; 1.37; 1.78; 0.12;0;0;0;0;0; 19.8; 1.0;81; 0.20; 74.4
784; Maso jelení (jelen lesní),  høbet; Red deer, back, raw; Cervus elaphus; 1.00; 6.25; 0.916;493;114; 3.5; 2.02; 0.91; 0.08;0;0;0;0;0; 21.4; 1.1;59; 0.15; 72.8
782; Maso jelení (jelen lesní), kıta; Red deer, rump, raw; Cervus elaphus; 1.00; 6.25; 0.916;464;110; 2.9; 1.63; 0.79; 0.10;0;0;0;0;0; 21.0; 1.1;61; 0.15; 72.8
785; Maso jelení (jelen lesní), na guláš; Red deer, for goulash, raw; Cervus elaphus; 1.00; 6.25; 0.916;480;114; 3.1; 1.62; 0.97; 0.10;0;0;0;0;0; 21.5; 1.1;63; 0.16; 73.7
783; Maso jelení (jelen lesní), plec; Red deer, shoulder, raw; Cervus elaphus; 1.00; 6.25; 0.916;422;100; 2.3; 1.25; 0.62; 0.06;0;0;0;0;0; 19.8; 1.2;63; 0.16; 75.4
786; Maso jelení (jelen lesní), svíèková; Red deer, loin, raw; Cervus elaphus; 1.00; 6.25; 0.916;479;113; 2.0; 1.17; 0.43; 0.07;0;0;0;0;0; 23.8; 1.2;62; 0.16; 71.7
845; Maso jelení (jelen sika), høbet; Sika deer, back, raw; Cervus nippon; 1.00; 6.25; 0.916;476;113; 2.8; 1.21; 1.16; 0.06;0;0;0;0;0; 21.9; 1.6;55; 0.14; 74.0
846; Maso jelení (jelen sika), na guláš; Sika deer, for goulash, raw; Cervus nippon; 1.00; 6.25; 0.916;428;101; 1.7; 0.75; 0.70; 0.05;0;0;0;0;0; 21.5; 1.3;68; 0.17; 75.8
847; Maso jelení (jelen sika), plec; Sika deer, shoulder raw; Cervus nippon; 1.00; 6.25; 0.916;432;102; 2.2; 1.02; 0.81; 0.16;0;0;0;0;0; 20.6; 1.2;67; 0.17; 76.1
848; Maso jelení (jelen sika), svíèková; Sika deer, sirloin, raw; Cervus nippon; 1.00; 6.25; 0.916;457;108; 2.0; 0.94; 0.75; 0.06;0;0;0;0;0; 22.5; 1.6;51; 0.13; 73.9
533; Maso kachní, ètvrtky zadní, s kostí, s kùí; Duck, hind (leg) quarter, with skin, bone-in, raw; ; 0.84; 6.25; 0.945;1226;296; 26.8; 7.45; 14.74; 3.11;0;0;0;0;0; 13.8; 0.7;58; 0.15; 55.7
587; Maso kachní, høbety, s kostí, s kùí; Duck, back, with skin, bone-in, raw; ; 0.56; 6.25; 0.945;1196;289; 26.3; 6.92; 13.52; 4.33;0;0;0;0;0; 13.1; 0.7;84; 0.21; 59.2
433; Maso kachní, kachna mladá, celá, s kùí, bez drobù; Duck, young, whole, meat and skin, without giblets, raw; ; 0.67; 6.25; 0.945;1220;291; 26.0; 7.65; 13.42; 3.31;0;0;0;0;0; 15.1; 0.7;73; 0.18; 58.3
538; Maso kachní, krky; Duck, neck, raw; ; 0.50; 6.25; 0.945;538;128; 5.9; 1.83; 3.17; 0.59;0;0;0;0;0; 18.8; 1.0;91; 0.23; 74.3
566; Maso kachní, køídla, s kùí; Duck, whole wings, meat and skin, raw; ; 0.58; 6.25; 0.945;656;157; 9.4; 2.49; 5.07; 1.30;0;0;0;0;0; 18.1; 0.8;91; 0.23; 71.4
429; Maso kachní, prsa bez kùe a bez kosti; Duck, breast, skinless, boneless, raw; ; 1.00; 6.25; 0.945;415;99; 2.0; 0.57; 0.95; 0.38;0;0;0;0;0; 20.1; 1.1;89; 0.22; 76.8
532; Maso kachní, prsa s kostí, s kùí; Chicken, hind back, with skin, bone-in, raw; ; 0.82; 6.25; 0.945;1002;242; 19.6; 5.65; 10.51; 1.98;0;0;0;0;0; 16.3; 1.0;48; 0.12; 63.8
589; Maso kachní, stehno, bez kosti, bez kùe – stehenní øízek  ; Duck, leg, fillet, skinless, boneless, raw; ; 1.00; 6.25; 0.945;590;141; 7.3; 2.11; 3.91; 0.81;0;0;0;0;0; 18.8; 1.0;77; 0.19; 73.2
588; Maso kachní, stehno, s kostí, s kùí; Duck, leg, with skin, bone-in, raw; ; 0.84; 6.25; 0.945;968;233; 19.0; 5.68; 10.12; 1.99;0;0;0;0;0; 15.6; 0.8;71; 0.18; 64.7
529; Maso kachní, strojnì oddìlené; Duck, meat, mechanically separated, raw; ; 1.00; 6.25; 0.945;945;228; 19.8; 5.54; 10.83; 2.17;0;0;0;0;0; 12.5; 0.8;67; 0.17; 66.2
717; Maso kanèí, høbet; Wild boar, back, raw; Sus scrofa; 1.00; 6.25; 0.916;751;180; 11.6; 2.77; 4.44; 3.24;0;0;0;0;0; 18.9; 1.0;46; 0.11; 68.0
715; Maso kanèí, kıta; Wild boar, rump, raw; Sus scrofa; 1.00; 6.25; 0.916;440;104; 1.7; 0.44; 0.59; 0.54;0;0;0;0;0; 22.1; 1.2;44; 0.11; 74.9
720; Maso kanèí, na guláš; Wild boar, for goulash, raw; Sus scrofa; 1.00; 6.25; 0.916;635;152; 7.5; 1.80; 2.66; 2.35;0;0;0;0;0; 20.5; 1.1;59; 0.15; 70.3
721; Maso kanèí, panenka; Wild boar, loin, raw; Sus scrofa; 1.00; 6.25; 0.916;505;120; 3.0; 0.73; 1.16; 0.83;0;0;0;0;0; 22.8; 1.2;44; 0.11; 72.6
716; Maso kanèí, plec; Wild boar meat, boar, raw; Sus scrofa; 1.00; 6.25; 0.916;661;158; 8.9; 2.17; 3.14; 2.74;0;0;0;0;0; 19.5; 1.1;51; 0.13; 70.0
897; Maso koòské, bok; Horse, meat, belly, raw; Equus caballus; 0.64; 6.25; 0.916;903;217; 16.5; 5.78; 4.23; 4.43;0;0;0;0;0; 17.2; 0.9;96; 0.24; 65.0
898; Maso koòské, hrudí; Horse, meat, brisket, raw; Equus caballus; 0.73; 6.25; 0.916;680;163; 10.7; 3.70; 2.74; 2.89;0;0;0;0;0; 16.7; 1.0;81; 0.20; 70.0
899; Maso koòské, klika; Horse, meat, shin, raw; Equus caballus; 1.00; 6.25; 0.916;448;106; 2.0; 0.68; 0.73; 0.31;0;0;0;0;0; 22.0; 1.1;92; 0.23; 74.4
900; Maso koòské, kıta; Horse, meat, rump, raw; Equus caballus; 1.00; 6.25; 0.916;351;83; 0.8; 0.36; 0.22; 0.08;0;0;0;0;0; 18.9; 1.1;47; 0.12; 76.1
901; Maso koòské, plec; Horse, meat, board, raw; Equus caballus; 1.00; 6.25; 0.916;361;85; 0.8; 0.30; 0.20; 0.19;0;0;0;0;0; 19.5; 1.1;45; 0.11; 76.9
902; Maso koòské, roštìnec; Horse, meat, striploin, raw; Equus caballus; 1.00; 6.25; 0.916;370;87; 0.9; 0.34; 0.24; 0.19;0;0;0;0;0; 19.8; 1.2;38; 0.09; 75.5
903; Maso koòské, svíèková; Horse, meat, sirloin, raw; Equus caballus; 1.00; 6.25; 0.916;404;96; 1.9; 0.77; 0.47; 0.41;0;0;0;0;0; 19.6; 1.2;37; 0.09; 74.9
592; Maso králièí, filety (vykostìnı høbet bez kosti, bez kùe); Rabbit, back fillet (loin), skinless, boneless, raw; ; 1.00; 6.25; 0.945;430;102; 1.0; 0.42; 0.33; 0.19;0;0;0;0;0; 23.1; 1.2;40; 0.10; 74.4
299; Maso králièí, králík celı, bez kùe; Rabbit, meat, whole, meat only, raw; ; 0.74; 6.25; 0.945;529;126; 5.1; 0.61; 1.49; 1.44;0;0;0;0;0; 20.0; 1.2;65; 0.16; 73.6
593; Maso králièí, plec s hrudí (pøední noha s hrudníkem), bez kùe; Rabbit, shoulder and front leg, without skin, bone-in, raw; ; 0.72; 6.25; 0.945;770;185; 12.5; 4.56; 3.25; 3.80;0;0;0;0;0; 18.1; 1.1;67; 0.17; 67.7
558; Maso králièí, stehna, bez kùe; Rabbit, leg, meat only, raw; ; 1.00; 6.25; 0.945;421;100; 1.6; 0.59; 0.44; 0.41;0;0;0;0;0; 21.3; 1.2;46; 0.12; 75.8
708; Maso krùtí, horní stehno s kostí a kùí; Turkey, upper thigh with bone and skin, raw; Meleagris gallopavo f. domestica; 0.90; 6.25; 0.945;924;222; 16.2; 6.74; 7.09; 0.84;0;0;0;0;0; 19.1; 1.9;63; 0.16; 63.9
